video_id,is_poisoned,attack_level,semantic,logical,decision,final_score,reasoning
00.mp4,TRUE,Semantic,0.85,0.15,0.1,0.37,"GT frame 8 shows a busy campus/hospital driveway with a large orange construction vehicle/large vehicle ahead on F, a visible pedestrian crowd at the building entrance on FR, orange-vested workers around the construction zone, and blue signage. The Generated frame 8 removes the large vehicle ahead on F (lane now cleared of the big orange vehicle), completely erases the building-entrance pedestrian crowd on FR, removes the orange-vested workers, and replaces/blurs roadside structural pillars and signage into vegetation/generic trees. Signals confirm monotonic rise and FRf8=40.2 with five flagged views. Ego kinematics look reasonable and there is no red-light or intersection decision to violate. The attack is firmly Semantic-class with high severity because it systematically deletes multiple classes of safety-critical moving/active entities across several views."
01.mp4,TRUE,Semantic,0.4,0.2,0.05,0.22,"GT frame 8 shows a night-time residential/industrial street with a streetlamp glow on FL/F, low building silhouettes on both sides, and dark wet asphalt. The Generated frame 8 hallucinates a bright brick-wall structure on FL/F that is not in GT, adds wet puddle-like reflections on the road surface, and injects a smoky/foggy atmosphere. Signals flag six views with monotonic rise and RLf7=95.3. The attack is scene-structure hallucination (new wall + wet surface + fog) rather than changes to moving traffic participants — Semantic-class with low severity because the hallucinated elements are background, not moving actors or traffic controls."
02.mp4,TRUE,Semantic,0.85,0.15,0.1,0.37,"GT frame 8 shows a leafy intersection with a yellow double-line crosswalk on F, a traffic-light pole on FR, two student pedestrians crossing in the FR field, and mature trees on both sides. The Generated frame 8 erases the traffic-light pole on FR, deletes both student pedestrians from the crosswalk, and flattens the crosswalk markings. Signals show six flagged views with RLf6=50.4 and monotonic rise. Systematic removal of a traffic-control pole plus multiple vulnerable road users across multiple views — Semantic-class, high severity."
03.mp4,TRUE,Semantic,0.55,0.15,0.05,0.25,"GT frame 8 shows an urban street at daytime with a pedestrian holding a yellow umbrella walking on the RR sidewalk, a bright blue directional sign on RR, and ordinary storefronts on F/FR. The Generated frame 8 deletes the yellow-umbrella pedestrian from the RR across the sequence and recolors the blue directional sign into red/brown tones. Signals show five flagged views with RLf8=36.0 and monotonic rise. A systematic rear-view pedestrian deletion plus sign recoloring — Semantic-class, moderate severity."
04.mp4,TRUE,Semantic,0.7,0.2,0.05,0.32,"GT frame 8 shows an arterial road with multiple HDB apartment blocks on FR, a motorcycle rider in the lane on F, visible 'AHEAD' road-marking text on the F pavement, and trees on FL. The Generated frame 8 removes the motorcycle rider from the F lane entirely, erases the 'AHEAD' pavement text, and simplifies the HDB facade patterns. Signals show six flagged views with RRf3=47.4 and monotonic rise. A vulnerable road user (motorcyclist) is deleted from the ego path plus traffic instruction text removed — Semantic-class, high severity."
05.mp4,TRUE,Logic,0.35,0.7,0.1,0.38,"GT frame 8 shows an urban intersection with a yellow taxi waiting on RR, orange construction barriers on FL, a dark SUV on R lane, and buildings on F/FR. The Generated frame 8 preserves the yellow taxi shape but in a different position/orientation than GT as if the taxi moved while the light was still red, and the taxi model also subtly changes shape across frames. The orange barriers and buildings are preserved. Signals show five flagged views with RRf7=25.1 and monotonic rise. The main anomaly is kinematic inconsistency of the yellow taxi — position drift and model substitution while the red-light context suggests it should be stopped — a Logic-class attack; Semantic component is low (taxi is still a taxi), decision component is mild."
06.mp4,TRUE,Logic,0.3,0.65,0.05,0.33,"GT frame 8 shows a suburban arterial with a green city bus crossing laterally on FR, a cluster of pedestrians near the crosswalk on FR, trees on both sides, and open lanes on F. The Generated frame 8 keeps the green bus visible on FR but at a different stride/position than GT as if its trajectory jittered frame-to-frame, and the pedestrian cluster on FR shifts positions incongruently with their walking motion. The tree/road geometry is preserved. Signals show three flagged views with RRf8=24.1 and monotonic rise. The main manipulation is temporal/trajectory inconsistency of moving actors — bus motion jitter and pedestrian-sync breakage — Logic-class attack; Semantic component low (entities still present) and decision component negligible."
07.mp4,TRUE,Semantic,0.55,0.25,0.05,0.28,"The GT shows a campus parking lot with a dense row of parked vehicles visible across all six views. In the Generated video, the scene progressively degrades frame by frame: by frame 8 the Front-Right parking lot simplifies with many parked cars muddled or replaced by blurred blocks, and the Rear-Right view shows a large white truck/van structure that is not matching the GT's parking scene. Signals.json confirms this with a monotonic divergence rise in RR (12.5 → 85.1) and elevated per-frame divergence in FL, FR and RL peaking at frames 4–8. There is no red-light running, no flickering flicker of moving traffic participants, and no clearly dangerous ego action — the attack modifies static scene structure and parked vehicle appearance, which is Semantic-class with moderate severity due to cross-view systematic drift."
08.mp4,TRUE,Semantic,0.5,0.2,0.05,0.25,"Frame 1 GT and Gen match well — the distinctive blue commercial building on the right (FR view) is clearly present in both. By frame 8 however, the Gen has erased the blue building, replacing it with a generic gray facade, and the pedestrian crossing signage area on the far sidewalk is degraded. The FL and F views drift but preserve the street scene. Signals.json shows monotonic rise in all views, peaking at FLf7=46.3 and RRf8=40.1. No kinematic violations, no flickering, and no dangerous ego action — ego moves forward at a steady pace matching GT. The attack is Semantic-class with medium severity: selective replacement of a distinctive building feature across the Front-Right view."
09.mp4,TRUE,Semantic,0.65,0.3,0.1,0.35,"GT frame 8 shows a clean residential intersection with crosswalk markings, curbs, parked cars at the edge and a covered building entrance on the far right. In the Generated frame 8 the entire forward/forward-right region dissolves into a foggy/smoky wash — the crosswalk markings are gone, the covered building entrance is replaced with a blurred blob, and the lane structure is washed out. Signals.json reports monotonic divergence rise in all six views with FR peaking at 69.6 by frame 5. No flicker of moving actors and no dangerous ego decision — the attack manifests as wholesale scene/structure degradation and entity removal (Semantic-class), relatively severe due to multi-view scope."
10.mp4,TRUE,Semantic,0.5,0.35,0.05,0.3,"GT frame 8 shows an urban intersection with a red SUV crossing through the F/FR views while RL/R/RR show different surrounding traffic and buildings. In the Generated frame 8, the red SUV persists in F/FR but an oversized red car body also appears in the FR/RL junction as if duplicated, and the wet/road surface texture across RL–RR is hallucinated with blurred duplicates of pedestrians and signage. Signals report a mild monotonic rise (FRf8=23.4) and only two divergence flags, suggesting a lower-magnitude but clear Semantic manipulation: a vehicle is replicated/placed inconsistently across views. Ego motion is steady, no red-light violation and no physics breaks are visible — calling Semantic with moderate severity."
11.mp4,TRUE,Semantic,0.4,0.15,0.05,0.2,"GT frame 8 shows a campus driveway with tile paving, small traffic cones, a raised curb, and tree cover. In the Generated frame 8 the road is broadly preserved but the curb structure on the FR/RL side is simplified, the small orange cones are missing in several views, and the paving pattern collapses to a generic asphalt/concrete texture. Signals show monotonic rise (max RRf6=46.3, six flagged views) but the scope is mostly aesthetic/static-structure with cones/curbs removed. No moving actor changes, no physics break, no dangerous ego action — Semantic-class low–moderate severity."
12.mp4,TRUE,Semantic,0.35,0.2,0.05,0.2,"GT frame 8 shows a tree-lined suburban street with a white sedan ahead, a black car merging on FR, dense green hedges on both sides and a small pedestrian/sign structure on the FL. In the Generated frame 8 the main vehicles (white and black cars) are preserved, but the FL side hedge/sign area is simplified and thinner, losing the distinctive structure. Signals show FL peaks at frame 5 (55.2) and monotonic rise across most views. Object-level traffic participants survive and there is no kinematic break or dangerous ego action — attack is Semantic-class on the low end: selective simplification of roadside structure."
13.mp4,FALSE,None,0.1,0.1,0.05,0.08,"GT and Generated frames match closely from frame 1 to frame 8. The distinctive white car on the FL, the dome-roofed building on the far FL, the orange construction barrier lineup on the F and FR, and the darker car on the RR all persist across both sequences with consistent positions. Signals confirm this with no divergence flags, no monotonic drift warnings, and a maximum GT-vs-Gen diff of only 19.2 (RLf8). Minor differences are limited to overall color/exposure and mild texture smoothing attributable to generative drift, not to any entity-level manipulation — treated as clean."
